FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
27121,"0.74 (0.57, 0.95)","5.14 (3.09, 6.85)","1.33 (0.90, 1.83)","0.18 (0.11, 0.28)","0.01 (0.00, 0.04)","0.09 (0.02, 0.26)","0.03 (0.00, 0.13)","0.32 (0.17, 0.62)","35.90 (31.72, 40.04)","43.43 (39.85, 47.44)"
27123,"0.92 (0.74, 1.13)","6.34 (4.14, 7.57)","1.28 (1.05, 1.58)","0.19 (0.13, 0.28)","0.00 (0.00, 0.02)","0.26 (0.15, 0.39)","0.03 (0.01, 0.07)","0.48 (0.34, 0.67)","41.14 (38.80, 43.91)","50.17 (48.09, 52.39)"
27125,"0.71 (0.48, 1.01)","4.52 (2.56, 6.74)","1.18 (0.65, 1.89)","0.16 (0.08, 0.29)","0.02 (0.00, 0.18)","0.12 (0.01, 0.49)","0.03 (0.00, 0.17)","0.34 (0.11, 1.10)","32.70 (26.41, 39.22)","39.46 (34.09, 45.49)"
27127,"0.86 (0.66, 1.11)","4.94 (3.06, 6.51)","1.12 (0.79, 1.56)","0.19 (0.12, 0.30)","0.00 (0.00, 0.02)","0.06 (0.01, 0.17)","0.01 (0.00, 0.05)","0.27 (0.16, 0.49)","42.21 (37.93, 46.48)","49.40 (45.73, 53.36)"
27129,"0.84 (0.67, 1.03)","5.17 (3.11, 6.73)","1.39 (1.05, 1.87)","0.19 (0.13, 0.28)","0.00 (0.00, 0.02)","0.11 (0.04, 0.27)","0.03 (0.01, 0.08)","0.34 (0.20, 0.57)","39.76 (36.08, 43.58)","47.49 (44.18, 51.33)"
27131,"0.66 (0.51, 0.83)","6.89 (4.31, 8.63)","1.28 (0.95, 1.71)","0.17 (0.11, 0.25)","0.00 (0.00, 0.02)","0.10 (0.03, 0.23)","0.03 (0.01, 0.08)","0.30 (0.18, 0.51)","41.49 (38.12, 45.13)","50.62 (47.70, 53.71)"
27133,"0.81 (0.62, 1.03)","4.96 (3.10, 6.66)","1.15 (0.80, 1.58)","0.18 (0.11, 0.28)","0.01 (0.00, 0.03)","0.05 (0.01, 0.15)","0.01 (0.00, 0.05)","0.25 (0.14, 0.44)","48.42 (43.50, 53.75)","55.59 (50.89, 60.69)"
27135,"0.75 (0.53, 1.03)","3.81 (2.32, 5.24)","1.21 (0.80, 1.79)","0.17 (0.10, 0.28)","0.01 (0.00, 0.08)","0.13 (0.03, 0.43)","0.01 (0.00, 0.07)","0.33 (0.15, 0.76)","31.51 (27.50, 35.67)","37.61 (34.15, 41.37)"
27137,"0.76 (0.60, 0.93)","6.23 (4.00, 7.57)","1.46 (1.16, 1.83)","0.20 (0.14, 0.30)","0.01 (0.00, 0.02)","0.37 (0.21, 0.61)","0.02 (0.00, 0.05)","0.60 (0.39, 0.91)","47.60 (44.91, 50.54)","56.65 (54.10, 59.33)"
27139,"0.59 (0.45, 0.76)","5.34 (3.31, 6.79)","1.10 (0.82, 1.50)","0.16 (0.11, 0.25)","0.00 (0.00, 0.02)","0.16 (0.05, 0.36)","0.03 (0.01, 0.11)","0.36 (0.20, 0.66)","36.75 (33.68, 39.87)","44.15 (41.56, 46.78)"
27141,"0.71 (0.56, 0.90)","5.27 (3.26, 6.77)","1.01 (0.74, 1.34)","0.18 (0.12, 0.28)","0.02 (0.00, 0.07)","0.36 (0.15, 0.69)","0.10 (0.02, 0.24)","0.65 (0.35, 1.19)","43.22 (39.57, 46.70)","50.86 (47.70, 54.25)"
27143,"0.75 (0.57, 0.96)","4.76 (2.94, 6.29)","1.37 (0.98, 1.86)","0.20 (0.13, 0.31)","0.01 (0.00, 0.03)","0.15 (0.05, 0.35)","0.10 (0.02, 0.28)","0.46 (0.23, 0.87)","33.28 (29.31, 37.48)","40.62 (37.09, 44.42)"
27145,"0.80 (0.64, 1.00)","5.50 (3.50, 6.76)","1.09 (0.85, 1.40)","0.17 (0.12, 0.25)","0.01 (0.00, 0.05)","0.17 (0.09, 0.29)","0.17 (0.07, 0.31)","0.53 (0.33, 0.82)","34.84 (32.20, 37.58)","42.75 (40.50, 45.12)"
27147,"0.68 (0.51, 0.89)","5.59 (3.47, 7.17)","1.07 (0.77, 1.49)","0.17 (0.11, 0.26)","0.00 (0.00, 0.02)","0.08 (0.02, 0.20)","0.05 (0.01, 0.16)","0.30 (0.16, 0.57)","34.22 (30.71, 37.77)","41.86 (38.85, 44.85)"
27149,"0.68 (0.51, 0.86)","5.71 (3.55, 7.51)","1.21 (0.79, 1.71)","0.20 (0.12, 0.31)","0.01 (0.00, 0.03)","0.08 (0.02, 0.21)","0.02 (0.00, 0.10)","0.31 (0.17, 0.58)","27.70 (23.44, 31.93)","35.60 (32.05, 39.23)"
27151,"0.74 (0.57, 0.96)","4.30 (2.60, 5.90)","1.44 (1.01, 2.05)","0.19 (0.12, 0.29)","0.01 (0.00, 0.03)","0.08 (0.02, 0.21)","0.03 (0.00, 0.09)","0.30 (0.16, 0.56)","36.49 (32.24, 40.74)","43.27 (39.30, 47.29)"
27153,"0.87 (0.67, 1.12)","5.65 (3.51, 7.35)","1.51 (1.04, 2.05)","0.19 (0.12, 0.29)","0.01 (0.00, 0.05)","0.11 (0.03, 0.28)","0.03 (0.00, 0.12)","0.34 (0.18, 0.66)","38.82 (34.95, 42.66)","47.20 (43.83, 50.81)"
27155,"0.66 (0.50, 0.85)","4.49 (2.76, 6.07)","0.97 (0.67, 1.36)","0.17 (0.10, 0.25)","0.01 (0.00, 0.04)","0.08 (0.02, 0.26)","0.03 (0.00, 0.11)","0.29 (0.14, 0.59)","23.12 (19.27, 27.38)","29.54 (26.01, 33.33)"
27157,"0.77 (0.57, 1.02)","6.10 (3.70, 7.98)","1.29 (0.91, 1.81)","0.18 (0.11, 0.29)","0.01 (0.00, 0.03)","0.13 (0.03, 0.34)","0.05 (0.01, 0.18)","0.36 (0.19, 0.79)","38.85 (34.75, 43.06)","47.37 (43.78, 50.81)"
27159,"0.80 (0.60, 1.04)","5.64 (3.34, 7.54)","1.59 (1.11, 2.18)","0.19 (0.12, 0.29)","0.01 (0.00, 0.04)","0.10 (0.02, 0.27)","0.02 (0.00, 0.08)","0.32 (0.17, 0.61)","44.87 (40.32, 49.50)","53.21 (49.12, 57.47)"
27161,"0.65 (0.49, 0.84)","5.39 (3.34, 7.17)","1.01 (0.72, 1.40)","0.16 (0.10, 0.24)","0.01 (0.00, 0.02)","0.10 (0.03, 0.26)","0.05 (0.01, 0.15)","0.32 (0.17, 0.60)","33.42 (29.75, 37.40)","40.79 (37.46, 44.15)"
27163,"0.65 (0.53, 0.82)","6.70 (4.35, 8.23)","1.08 (0.85, 1.38)","0.18 (0.12, 0.25)","0.00 (0.00, 0.02)","0.36 (0.18, 0.63)","0.02 (0.00, 0.05)","0.56 (0.35, 0.88)","38.08 (35.39, 41.13)","47.07 (44.80, 49.63)"
27165,"0.72 (0.53, 0.95)","4.87 (2.96, 6.67)","0.94 (0.63, 1.37)","0.15 (0.09, 0.23)","0.00 (0.00, 0.02)","0.06 (0.01, 0.21)","0.01 (0.00, 0.07)","0.23 (0.12, 0.48)","35.08 (30.53, 39.52)","41.84 (37.87, 45.82)"
27167,"0.74 (0.57, 0.96)","4.31 (2.63, 5.98)","1.16 (0.77, 1.69)","0.16 (0.10, 0.25)","0.01 (0.00, 0.04)","0.09 (0.02, 0.27)","0.03 (0.00, 0.11)","0.28 (0.14, 0.60)","47.91 (42.20, 54.11)","54.40 (49.14, 60.10)"
27169,"0.89 (0.70, 1.13)","6.25 (3.89, 7.91)","1.27 (0.94, 1.72)","0.18 (0.12, 0.27)","0.01 (0.00, 0.03)","0.14 (0.05, 0.30)","0.05 (0.01, 0.13)","0.37 (0.21, 0.64)","37.31 (33.75, 40.82)","46.10 (43.07, 49.25)"
27171,"0.76 (0.59, 0.94)","5.40 (3.36, 6.89)","1.15 (0.86, 1.54)","0.19 (0.13, 0.28)","0.01 (0.00, 0.04)","0.36 (0.16, 0.68)","0.08 (0.02, 0.20)","0.63 (0.35, 1.13)","44.15 (40.87, 47.35)","52.10 (49.09, 54.89)"
27173,"0.81 (0.64, 1.02)","4.79 (2.95, 6.34)","1.16 (0.81, 1.57)","0.18 (0.11, 0.27)","0.01 (0.00, 0.03)","0.15 (0.04, 0.38)","0.03 (0.00, 0.10)","0.36 (0.18, 0.72)","37.41 (33.09, 41.58)","44.53 (40.70, 48.40)"
28,"1.12 (1.03, 1.24)","5.40 (3.51, 6.15)","1.66 (1.52, 1.86)","0.39 (0.34, 0.48)","0.03 (0.01, 0.06)","0.49 (0.42, 0.57)","0.03 (0.02, 0.05)","0.95 (0.83, 1.09)","61.42 (59.51, 63.45)","70.54 (68.74, 72.33)"
28001,"1.15 (0.84, 1.56)","6.19 (3.95, 8.04)","2.28 (1.68, 3.01)","0.44 (0.28, 0.64)","0.06 (0.00, 0.27)","0.93 (0.42, 1.73)","0.05 (0.01, 0.18)","1.48 (0.83, 2.64)","57.26 (52.41, 62.20)","68.36 (64.24, 72.79)"
28003,"1.16 (0.92, 1.46)","4.31 (2.69, 5.78)","1.13 (0.81, 1.57)","0.32 (0.21, 0.48)","0.02 (0.00, 0.09)","0.13 (0.05, 0.33)","0.01 (0.00, 0.03)","0.48 (0.29, 0.82)","79.21 (73.97, 84.72)","86.30 (81.26, 91.67)"
28005,"0.99 (0.75, 1.28)","4.84 (2.94, 6.30)","1.36 (0.99, 1.87)","0.46 (0.30, 0.67)","0.03 (0.00, 0.18)","0.45 (0.15, 1.07)","0.08 (0.01, 0.30)","1.03 (0.54, 2.00)","42.17 (37.84, 46.62)","50.38 (46.06, 54.84)"
28007,"1.25 (1.02, 1.53)","4.48 (2.78, 5.79)","2.05 (1.53, 2.65)","0.46 (0.32, 0.65)","0.02 (0.00, 0.10)","0.35 (0.13, 0.76)","0.03 (0.01, 0.11)","0.87 (0.53, 1.49)","61.03 (56.04, 65.71)","69.67 (64.99, 74.19)"
28009,"1.13 (0.88, 1.42)","4.45 (2.72, 6.22)","1.82 (1.26, 2.51)","0.34 (0.20, 0.51)","0.02 (0.00, 0.10)","0.10 (0.02, 0.30)","0.01 (0.00, 0.04)","0.47 (0.26, 0.85)","45.80 (39.82, 51.56)","53.67 (48.29, 59.17)"
28011,"1.17 (0.87, 1.56)","4.50 (2.74, 5.85)","3.13 (2.45, 3.96)","0.43 (0.28, 0.66)","0.01 (0.00, 0.07)","0.14 (0.04, 0.34)","0.01 (0.00, 0.05)","0.60 (0.38, 0.98)","57.92 (52.82, 62.76)","67.32 (62.75, 71.68)"
28013,"1.24 (0.97, 1.56)","4.70 (2.88, 6.36)","1.61 (1.14, 2.23)","0.46 (0.29, 0.70)","0.02 (0.00, 0.12)","0.16 (0.05, 0.42)","0.01 (0.00, 0.05)","0.66 (0.40, 1.10)","60.17 (54.41, 66.33)","68.38 (62.80, 74.22)"
28015,"1.13 (0.86, 1.44)","3.68 (2.15, 5.11)","1.75 (1.22, 2.47)","0.43 (0.26, 0.66)","0.03 (0.00, 0.12)","0.33 (0.08, 0.88)","0.02 (0.00, 0.08)","0.81 (0.43, 1.51)","53.94 (48.10, 60.00)","61.31 (56.12, 67.14)"
28017,"1.29 (0.99, 1.62)","4.87 (2.99, 6.54)","1.63 (1.20, 2.26)","0.46 (0.30, 0.70)","0.02 (0.00, 0.08)","0.16 (0.05, 0.39)","0.02 (0.00, 0.05)","0.65 (0.39, 1.06)","60.63 (55.29, 66.18)","69.07 (63.92, 74.28)"
28019,"1.10 (0.82, 1.44)","4.18 (2.44, 5.79)","2.02 (1.37, 2.81)","0.47 (0.28, 0.72)","0.04 (0.00, 0.18)","0.77 (0.22, 2.01)","0.03 (0.00, 0.12)","1.31 (0.60, 2.77)","57.84 (50.81, 64.26)","66.45 (60.08, 72.35)"
28021,"1.54 (1.19, 1.96)","6.09 (3.67, 8.43)","3.07 (2.13, 4.21)","0.58 (0.36, 0.89)","0.03 (0.00, 0.16)","0.36 (0.09, 0.90)","0.13 (0.02, 0.48)","1.10 (0.56, 2.24)","57.62 (50.78, 64.84)","69.42 (63.01, 76.11)"
28023,"1.38 (1.06, 1.78)","5.93 (3.77, 8.02)","1.77 (1.27, 2.42)","0.52 (0.33, 0.74)","0.03 (0.00, 0.15)","0.55 (0.18, 1.26)","0.03 (0.00, 0.12)","1.13 (0.59, 2.12)","57.74 (52.28, 63.89)","67.94 (62.82, 73.84)"
28025,"1.25 (0.91, 1.66)","5.63 (3.44, 7.44)","2.07 (1.50, 2.80)","0.47 (0.31, 0.69)","0.01 (0.00, 0.07)","0.18 (0.06, 0.46)","0.02 (0.00, 0.07)","0.68 (0.41, 1.13)","42.65 (38.14, 47.22)","52.28 (48.43, 56.52)"
28027,"1.22 (0.95, 1.55)","4.10 (2.48, 5.54)","3.36 (2.56, 4.30)","0.38 (0.25, 0.58)","0.03 (0.00, 0.12)","0.17 (0.05, 0.44)","0.01 (0.00, 0.05)","0.59 (0.35, 1.03)","62.50 (57.00, 68.47)","71.77 (66.62, 77.19)"
28029,"1.25 (0.99, 1.55)","5.39 (3.39, 7.11)","2.59 (2.00, 3.39)","0.47 (0.31, 0.67)","0.03 (0.00, 0.13)","0.63 (0.26, 1.24)","0.13 (0.03, 0.35)","1.26 (0.70, 2.19)","55.16 (50.48, 59.79)","65.64 (61.41, 70.13)"
28031,"1.47 (1.16, 1.87)","6.11 (3.75, 8.12)","2.09 (1.53, 2.79)","0.43 (0.30, 0.63)","0.04 (0.00, 0.17)","0.66 (0.24, 1.42)","0.05 (0.01, 0.17)","1.18 (0.63, 2.28)","92.79 (85.95, 100.20)","103.63 (97.26, 110.95)"
28033,"0.69 (0.53, 0.89)","5.43 (3.45, 6.71)","1.21 (0.90, 1.59)","0.24 (0.16, 0.34)","0.01 (0.00, 0.06)","0.21 (0.08, 0.41)","0.01 (0.00, 0.02)","0.47 (0.29, 0.75)","56.48 (52.92, 59.86)","64.28 (61.23, 67.48)"
28035,"1.16 (0.87, 1.56)","6.97 (4.35, 8.80)","1.86 (1.43, 2.45)","0.42 (0.29, 0.58)","0.04 (0.00, 0.18)","1.00 (0.52, 1.64)","0.05 (0.01, 0.13)","1.51 (0.93, 2.29)","72.46 (67.71, 77.22)","83.97 (79.71, 88.27)"
28037,"1.19 (0.90, 1.55)","5.23 (3.17, 7.22)","1.76 (1.23, 2.51)","0.51 (0.31, 0.76)","0.05 (0.00, 0.22)","0.61 (0.18, 1.48)","0.10 (0.01, 0.35)","1.26 (0.59, 2.57)","52.80 (45.97, 59.84)","62.25 (56.14, 68.94)"
28039,"1.09 (0.82, 1.45)","6.50 (3.91, 8.83)","1.05 (0.71, 1.49)","0.28 (0.19, 0.43)","0.07 (0.00, 0.36)","9.49 (5.89, 13.94)","0.04 (0.01, 0.15)","9.88 (6.16, 14.75)","99.79 (91.12, 109.04)","118.31 (111.00, 125.77)"
28041,"1.10 (0.83, 1.47)","6.38 (3.93, 8.70)","1.15 (0.80, 1.63)","0.44 (0.29, 0.67)","0.06 (0.00, 0.30)","3.16 (1.33, 5.96)","0.05 (0.01, 0.17)","3.70 (1.72, 6.83)","62.48 (55.42, 69.77)","74.81 (68.56, 81.64)"
28043,"1.20 (0.95, 1.49)","4.80 (3.01, 6.31)","1.89 (1.40, 2.51)","0.43 (0.28, 0.62)","0.02 (0.00, 0.08)","0.23 (0.07, 0.56)","0.01 (0.00, 0.05)","0.69 (0.40, 1.16)","65.57 (60.57, 70.75)","74.15 (69.62, 79.07)"
28045,"0.82 (0.62, 1.07)","4.86 (3.09, 6.36)","0.85 (0.61, 1.21)","0.34 (0.22, 0.48)","0.04 (0.00, 0.16)","0.60 (0.28, 1.13)","0.09 (0.02, 0.26)","1.07 (0.61, 1.89)","75.79 (71.22, 80.96)","83.40 (78.75, 88.52)"
28047,"0.89 (0.65, 1.16)","5.17 (3.43, 6.43)","0.91 (0.70, 1.21)","0.29 (0.21, 0.41)","0.02 (0.00, 0.09)","0.47 (0.27, 0.75)","0.07 (0.02, 0.15)","0.85 (0.56, 1.24)","54.32 (51.29, 57.33)","62.13 (59.30, 64.87)"
28049,"1.39 (1.15, 1.68)","5.31 (3.45, 6.40)","2.01 (1.69, 2.40)","0.37 (0.27, 0.51)","0.02 (0.00, 0.07)","0.14 (0.08, 0.23)","0.02 (0.01, 0.05)","0.55 (0.39, 0.76)","42.33 (39.82, 45.06)","51.60 (49.42, 54.02)"
28051,"1.59 (1.24, 2.02)","5.10 (3.13, 6.79)","4.12 (3.18, 5.26)","0.53 (0.35, 0.81)","0.01 (0.00, 0.07)","0.17 (0.05, 0.45)","0.02 (0.00, 0.08)","0.74 (0.46, 1.24)","56.39 (50.91, 62.11)","67.96 (62.89, 73.19)"
28053,"1.42 (1.09, 1.86)","4.58 (2.76, 6.23)","2.92 (2.14, 3.91)","0.54 (0.33, 0.81)","0.02 (0.00, 0.09)","0.20 (0.05, 0.54)","0.02 (0.00, 0.08)","0.78 (0.44, 1.34)","43.70 (37.88, 49.93)","53.40 (48.29, 59.37)"
28055,"1.29 (0.99, 1.65)","3.94 (2.22, 5.73)","1.98 (1.33, 2.78)","0.42 (0.24, 0.67)","0.05 (0.00, 0.32)","0.51 (0.10, 1.61)","0.06 (0.01, 0.26)","1.05 (0.42, 2.64)","46.43 (38.57, 55.45)","54.69 (47.32, 63.33)"
28057,"1.20 (0.96, 1.51)","5.45 (3.39, 7.23)","1.03 (0.72, 1.43)","0.42 (0.29, 0.62)","0.03 (0.00, 0.14)","0.21 (0.07, 0.47)","0.01 (0.00, 0.04)","0.68 (0.42, 1.14)","91.67 (85.20, 98.37)","100.03 (93.68, 106.47)"
28059,"0.98 (0.69, 1.36)","5.14 (3.34, 6.42)","0.87 (0.65, 1.16)","0.29 (0.21, 0.41)","0.09 (0.01, 0.28)","1.47 (0.97, 2.15)","0.03 (0.01, 0.09)","1.88 (1.26, 2.68)","65.22 (61.54, 68.85)","74.09 (70.41, 77.67)"
28061,"1.37 (1.07, 1.69)","5.99 (3.67, 7.89)","1.86 (1.38, 2.46)","0.49 (0.34, 0.71)","0.02 (0.00, 0.10)","0.43 (0.16, 1.01)","0.04 (0.01, 0.12)","0.98 (0.57, 1.77)","47.37 (42.77, 52.20)","57.57 (53.55, 62.14)"
28063,"1.46 (1.06, 1.98)","5.98 (3.68, 8.01)","3.59 (2.62, 4.75)","0.51 (0.32, 0.79)","0.02 (0.00, 0.09)","0.49 (0.14, 1.20)","0.07 (0.01, 0.27)","1.10 (0.58, 2.15)","43.97 (36.53, 51.52)","56.11 (49.96, 62.61)"
28065,"1.46 (1.11, 1.87)","5.91 (3.63, 8.04)","2.22 (1.58, 3.07)","0.49 (0.30, 0.71)","0.02 (0.00, 0.13)","0.54 (0.16, 1.44)","0.06 (0.01, 0.24)","1.11 (0.56, 2.25)","54.52 (48.34, 60.61)","65.23 (59.95, 70.93)"
28067,"1.31 (1.03, 1.65)","7.46 (4.72, 9.27)","1.54 (1.18, 1.98)","0.46 (0.32, 0.67)","0.03 (0.00, 0.11)","0.86 (0.44, 1.51)","0.03 (0.01, 0.09)","1.38 (0.85, 2.16)","59.12 (54.90, 63.24)","70.81 (66.81, 74.65)"
28069,"1.25 (0.99, 1.53)","4.68 (2.91, 6.23)","2.22 (1.59, 2.97)","0.50 (0.32, 0.73)","0.01 (0.00, 0.07)","0.21 (0.06, 0.51)","0.02 (0.00, 0.09)","0.74 (0.44, 1.25)","37.55 (32.62, 42.53)","46.45 (42.14, 51.07)"
28071,"0.89 (0.71, 1.11)","5.10 (3.14, 6.63)","1.27 (0.94, 1.71)","0.32 (0.21, 0.48)","0.01 (0.00, 0.07)","0.14 (0.05, 0.33)","0.01 (0.00, 0.03)","0.48 (0.30, 0.80)","63.22 (58.50, 67.99)","70.96 (66.48, 75.36)"
28073,"0.86 (0.67, 1.09)","5.94 (3.71, 7.80)","1.08 (0.75, 1.51)","0.36 (0.24, 0.53)","0.02 (0.00, 0.09)","0.32 (0.12, 0.69)","0.03 (0.00, 0.09)","0.73 (0.42, 1.29)","62.16 (57.40, 66.97)","70.77 (66.34, 75.20)"
28075,"1.21 (0.93, 1.55)","5.48 (3.44, 6.89)","1.52 (1.19, 1.94)","0.42 (0.30, 0.57)","0.02 (0.00, 0.07)","0.35 (0.17, 0.65)","0.02 (0.00, 0.06)","0.80 (0.53, 1.23)","62.87 (59.12, 66.53)","71.89 (68.07, 75.58)"
28077,"1.17 (0.90, 1.48)","5.64 (3.47, 7.51)","1.47 (1.08, 2.00)","0.41 (0.28, 0.59)","0.05 (0.00, 0.21)","1.05 (0.35, 2.31)","0.13 (0.02, 0.39)","1.63 (0.75, 3.38)","64.93 (58.55, 71.76)","74.84 (68.69, 81.27)"
28079,"1.43 (1.14, 1.80)","5.75 (3.50, 7.60)","2.38 (1.77, 3.22)","0.50 (0.33, 0.73)","0.02 (0.00, 0.11)","0.25 (0.08, 0.59)","0.03 (0.00, 0.09)","0.81 (0.49, 1.37)","72.85 (66.44, 79.48)","83.22 (77.62, 89.42)"
28081,"1.17 (0.90, 1.50)","5.92 (3.69, 7.55)","1.27 (0.95, 1.67)","0.40 (0.28, 0.57)","0.02 (0.00, 0.10)","0.17 (0.07, 0.32)","0.01 (0.00, 0.04)","0.61 (0.40, 0.95)","71.82 (67.31, 76.62)","80.79 (76.66, 85.29)"
28083,"1.37 (1.00, 1.85)","4.60 (2.79, 6.05)","3.53 (2.73, 4.54)","0.46 (0.29, 0.69)","0.01 (0.00, 0.05)","0.12 (0.04, 0.31)","0.01 (0.00, 0.04)","0.61 (0.38, 0.99)","66.03 (60.99, 71.53)","76.14 (71.58, 81.11)"
28085,"1.11 (0.82, 1.49)","5.32 (3.29, 6.94)","1.65 (1.20, 2.20)","0.42 (0.28, 0.62)","0.03 (0.00, 0.12)","0.49 (0.20, 1.04)","0.05 (0.01, 0.16)","0.99 (0.60, 1.75)","83.47 (78.08, 88.66)","92.54 (87.35, 97.73)"
28087,"1.09 (0.81, 1.41)","6.55 (4.16, 8.40)","1.31 (0.98, 1.74)","0.44 (0.29, 0.63)","0.02 (0.00, 0.07)","0.19 (0.08, 0.40)","0.04 (0.01, 0.11)","0.68 (0.43, 1.07)","63.80 (59.48, 68.52)","73.44 (69.40, 77.68)"
28089,"0.92 (0.74, 1.14)","6.44 (4.06, 8.01)","1.51 (1.19, 1.92)","0.40 (0.27, 0.56)","0.01 (0.00, 0.05)","0.18 (0.08, 0.36)","0.01 (0.00, 0.04)","0.60 (0.40, 0.90)","63.76 (59.42, 68.17)","73.23 (69.10, 77.48)"
28091,"1.17 (0.94, 1.46)","7.27 (4.73, 9.38)","1.58 (1.14, 2.10)","0.46 (0.31, 0.66)","0.03 (0.00, 0.16)","0.44 (0.18, 0.88)","0.07 (0.02, 0.20)","1.01 (0.57, 1.77)","63.84 (58.76, 69.47)","74.87 (70.19, 79.63)"
28093,"1.09 (0.89, 1.32)","5.28 (3.24, 6.82)","2.07 (1.56, 2.68)","0.31 (0.21, 0.46)","0.01 (0.00, 0.06)","0.12 (0.04, 0.28)","0.01 (0.00, 0.03)","0.45 (0.28, 0.75)","67.43 (62.59, 72.74)","76.31 (71.79, 81.04)"
28095,"1.24 (0.94, 1.63)","4.72 (2.94, 6.09)","1.64 (1.21, 2.15)","0.48 (0.33, 0.69)","0.03 (0.00, 0.12)","0.38 (0.15, 0.80)","0.02 (0.00, 0.06)","0.90 (0.54, 1.52)","63.82 (59.29, 68.72)","72.31 (67.79, 76.85)"
28097,"1.28 (0.93, 1.74)","4.75 (2.78, 6.47)","2.94 (2.04, 3.90)","0.53 (0.33, 0.79)","0.02 (0.00, 0.12)","0.28 (0.07, 0.82)","0.02 (0.00, 0.09)","0.86 (0.45, 1.66)","59.85 (53.64, 66.31)","69.68 (64.16, 75.89)"
28099,"1.17 (0.95, 1.46)","5.12 (3.21, 6.67)","1.30 (0.97, 1.72)","0.47 (0.32, 0.69)","0.05 (0.00, 0.23)","0.27 (0.11, 0.59)","0.03 (0.01, 0.11)","0.83 (0.49, 1.44)","51.37 (46.76, 56.13)","59.80 (55.74, 63.94)"
28101,"1.31 (1.01, 1.67)","5.54 (3.58, 7.18)","1.76 (1.29, 2.33)","0.45 (0.31, 0.63)","0.03 (0.00, 0.11)","0.38 (0.13, 0.85)","0.04 (0.01, 0.12)","0.89 (0.51, 1.61)","65.82 (60.27, 70.86)","75.32 (70.43, 80.18)"
28103,"1.47 (1.06, 1.94)","5.87 (3.65, 7.82)","2.81 (2.04, 3.72)","0.67 (0.43, 0.97)","0.02 (0.00, 0.11)","0.38 (0.12, 0.93)","0.07 (0.01, 0.21)","1.14 (0.68, 1.94)","41.12 (35.46, 47.15)","52.42 (47.27, 57.78)"
28105,"1.05 (0.76, 1.43)","5.41 (3.33, 7.11)","1.74 (1.31, 2.28)","0.42 (0.27, 0.62)","0.02 (0.00, 0.10)","0.53 (0.20, 1.13)","0.03 (0.00, 0.08)","0.99 (0.54, 1.76)","38.88 (34.75, 42.58)","48.07 (44.52, 51.47)"
28107,"1.09 (0.85, 1.38)","5.09 (3.08, 6.74)","2.21 (1.65, 2.90)","0.34 (0.22, 0.51)","0.02 (0.00, 0.08)","0.15 (0.05, 0.38)","0.01 (0.00, 0.03)","0.52 (0.31, 0.89)","66.45 (61.58, 71.33)","75.37 (70.90, 80.11)"
28109,"0.91 (0.70, 1.17)","5.29 (3.34, 6.73)","1.07 (0.79, 1.41)","0.36 (0.25, 0.50)","0.07 (0.01, 0.26)","0.74 (0.39, 1.22)","0.07 (0.02, 0.18)","1.24 (0.75, 2.02)","69.15 (64.84, 73.73)","77.66 (73.94, 81.83)"
28111,"1.17 (0.89, 1.53)","5.84 (3.55, 7.96)","1.42 (0.95, 2.02)","0.45 (0.30, 0.64)","0.05 (0.00, 0.27)","1.49 (0.58, 3.14)","0.04 (0.01, 0.14)","2.02 (0.99, 3.92)","80.74 (72.94, 89.18)","91.20 (84.40, 98.68)"
28113,"1.26 (0.89, 1.76)","7.27 (4.76, 9.37)","1.91 (1.42, 2.55)","0.43 (0.28, 0.63)","0.02 (0.00, 0.11)","0.51 (0.20, 1.05)","0.05 (0.01, 0.15)","1.01 (0.57, 1.76)","67.74 (62.82, 72.98)","79.19 (74.78, 83.18)"
28115,"1.06 (0.77, 1.40)","4.81 (3.08, 6.60)","1.18 (0.84, 1.69)","0.38 (0.24, 0.56)","0.02 (0.00, 0.07)","0.13 (0.04, 0.31)","0.01 (0.00, 0.04)","0.54 (0.32, 0.87)","79.62 (74.15, 85.11)","87.21 (81.93, 92.48)"
28117,"1.21 (0.94, 1.54)","4.69 (2.82, 6.37)","1.35 (0.94, 1.86)","0.43 (0.28, 0.64)","0.05 (0.01, 0.23)","0.15 (0.05, 0.35)","0.01 (0.00, 0.04)","0.65 (0.38, 1.14)","91.08 (85.65, 96.99)","98.97 (93.45, 104.79)"
28119,"1.29 (0.95, 1.72)","4.57 (2.72, 6.36)","3.40 (2.40, 4.68)","0.48 (0.28, 0.74)","0.08 (0.00, 0.41)","0.17 (0.04, 0.49)","0.02 (0.00, 0.08)","0.75 (0.38, 1.49)","56.72 (48.88, 64.63)","66.74 (59.82, 73.77)"
28121,"0.91 (0.70, 1.18)","4.94 (3.13, 6.22)","1.21 (0.92, 1.57)","0.35 (0.25, 0.49)","0.02 (0.00, 0.08)","0.26 (0.12, 0.48)","0.02 (0.00, 0.05)","0.65 (0.41, 1.01)","51.26 (48.20, 54.40)","58.97 (56.22, 62.09)"
